timestamp_ms,trial_num,task,frame,event_type,choice,rt_ms
1778882531519,,,,session_start,,
1778882537193,0,practice,attention_check,fixation_onset,,
1778882538937,0,practice,attention_check,stimulus_onset,,
1778882543946,0,practice,attention_check,prompt_onset,,
1778882544454,0,practice,attention_check,response_onset,,
1778882546379,0,practice,attention_check,response,deny,1922
1778882546382,0,practice,attention_check,attention_check,deny,1922
1778882546392,1,health_data,gain,fixation_onset,,
1778882548889,1,health_data,gain,stimulus_onset,,
1778882553903,1,health_data,gain,prompt_onset,,
1778882554404,1,health_data,gain,response_onset,,
1778882579918,1,health_data,gain,response,allow,25514
1778882581932,2,health_data,neutral,fixation_onset,,
1778882584413,2,health_data,neutral,stimulus_onset,,
1778882589422,2,health_data,neutral,prompt_onset,,
1778882589924,2,health_data,neutral,response_onset,,
1778882632054,2,health_data,neutral,response,allow,42132
1778882634062,3,contacts,loss,fixation_onset,,
1778882635645,3,contacts,loss,stimulus_onset,,
1778882640649,3,contacts,loss,prompt_onset,,
1778882641160,3,contacts,loss,response_onset,,
1778882641931,3,contacts,loss,response,allow,778
1778882644913,4,camera,gain,fixation_onset,,
1778882646922,4,camera,gain,stimulus_onset,,
1778882651936,4,camera,gain,prompt_onset,,
1778882652439,4,camera,gain,response_onset,,
1778882653346,4,camera,gain,response,deny,908
1778882655352,5,location,neutral,fixation_onset,,
1778882657598,5,location,neutral,stimulus_onset,,
1778882662605,5,location,neutral,prompt_onset,,
1778882663106,5,location,neutral,response_onset,,
1778882663546,5,location,neutral,response,allow,441
1778882665555,6,photos,loss,fixation_onset,,
1778882667542,6,photos,loss,stimulus_onset,,
1778882672548,6,photos,loss,prompt_onset,,
1778882673052,6,photos,loss,response_onset,,
1778882674049,6,photos,loss,response,allow,998
1778882676065,7,microphone,loss,fixation_onset,,
1778882678525,7,microphone,loss,stimulus_onset,,
1778882683541,7,microphone,loss,prompt_onset,,
1778882684043,7,microphone,loss,response_onset,,
1778882687000,7,microphone,loss,response,deny,2955
1778882689005,8,contacts,gain,fixation_onset,,
1778882691287,8,contacts,gain,stimulus_onset,,
1778882696292,8,contacts,gain,prompt_onset,,
1778882696803,8,contacts,gain,response_onset,,
1778882697670,8,contacts,gain,response,allow,868
1778882699672,9,location,loss,fixation_onset,,
1778882701720,9,location,loss,stimulus_onset,,
1778882706731,9,location,loss,prompt_onset,,
1778882707247,9,location,loss,response_onset,,
1778882709214,9,location,loss,response,allow,1970
1778882711220,10,photos,gain,fixation_onset,,
1778882713641,10,photos,gain,stimulus_onset,,
1778882718651,10,photos,gain,prompt_onset,,
1778882719163,10,photos,gain,response_onset,,
1778882722154,10,photos,gain,response,allow,2992
1778882724173,11,microphone,neutral,fixation_onset,,
1778882726144,11,microphone,neutral,stimulus_onset,,
1778882731157,11,microphone,neutral,prompt_onset,,
1778882731665,11,microphone,neutral,response_onset,,
1778882732376,11,microphone,neutral,response,allow,713
1778882734387,12,camera,neutral,fixation_onset,,
1778882736615,12,camera,neutral,stimulus_onset,,
1778882741621,12,camera,neutral,prompt_onset,,
1778882742133,12,camera,neutral,response_onset,,
1778882742563,12,camera,neutral,response,allow,434
1778882744591,,,,session_end,,
